,method,url,headers,params,status,reqTime,resTime,data,resData
0,GET,http://172.28.0.1:8080/matches,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,200,23-10-14 12:43:23.727107,23-10-14 12:43:23.754627,,"{'matches': [{'id': 150, 'turns': 60, 'turnSeconds': 10, 'bonus': {'wall': 10, 'territory': 30, 'castle': 100}, 'board': {'width': 13, 'height': 13, 'mason': 3, 'structures': [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0], [0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 2, 0, 0], [0, 0, 0, 0, 1, 1, 2, 1, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 2, 2, 2, 1, 1, 0, 0, 0], [0, 0, 0, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0], [0, 0, 2, 1, 2, 1, 1, 1, 0, 0, 0, 2, 0], [0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 2, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]], 'masons': [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]}, 'opponent': '鈴鹿', 'first': False}]}"
1,GET,http://172.28.0.1:8080/matches/150,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,403,23-10-14 12:43:23.886048,23-10-14 12:43:23.923324,,
2,GET,http://172.28.0.1:8080/matches/150,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,403,23-10-14 12:43:24.024634,23-10-14 12:43:24.087703,,
3,GET,http://172.28.0.1:8080/matches/150,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,403,23-10-14 12:43:24.191331,23-10-14 12:43:24.254916,,
4,GET,http://172.28.0.1:8080/matches/150,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,403,23-10-14 12:43:24.356123,23-10-14 12:43:24.420088,,
5,GET,http://172.28.0.1:8080/matches/150,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,403,23-10-14 12:43:24.522740,23-10-14 12:43:24.570252,,
6,GET,http://172.28.0.1:8080/matches/150,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,403,23-10-14 12:43:24.671887,23-10-14 12:43:24.738931,,
7,GET,http://172.28.0.1:8080/matches/150,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,403,23-10-14 12:43:24.839836,23-10-14 12:43:24.903360,,
8,GET,http://172.28.0.1:8080/matches/150,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,403,23-10-14 12:43:25.004037,23-10-14 12:43:25.066461,,
9,GET,http://172.28.0.1:8080/matches/150,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,403,23-10-14 12:43:25.167377,23-10-14 12:43:25.215568,,
10,GET,http://172.28.0.1:8080/matches/150,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,403,23-10-14 12:43:25.316286,23-10-14 12:43:25.372676,,
11,GET,http://172.28.0.1:8080/matches/150,{'procon-token': 'kobef571af46faa86c3985a4196a3d96cac1c9aafcbe6e679a73f082ec37cb4c'},,403,23-10-14 12:43:25.473943,23-10-14 12:43:25.536033,,
